"reviews_per_month","neighbourhood_group","room_type","price","minimum_nights","calculated_host_listings_count"
3.62,"Brooklyn","Entire home/apt",108,3,1
0.05,"Manhattan","Entire home/apt",150,5,1
0.72,"Brooklyn","Entire home/apt",175,2,3
0.08,"Brooklyn","Private room",90,3,1
0.06,"Brooklyn","Private room",45,2,1
2.28,"Queens","Entire home/apt",63,3,2
0.22,"Manhattan","Private room",100,6,2
0.63,"Brooklyn","Private room",110,1,1
0.8,"Queens","Entire home/apt",395,7,1
0.02,"Queens","Private room",70,3,2
1.37,"Manhattan","Entire home/apt",399,1,3
0.35,"Manhattan","Entire home/apt",145,14,1
0.31,"Queens","Private room",59,14,1
0.03,"Queens","Private room",50,10,1
0.86,"Manhattan","Entire home/apt",145,2,1
0.07,"Manhattan","Entire home/apt",245,2,1
3.11,"Manhattan","Private room",149,1,2
0.02,"Brooklyn","Private room",50,1,1
0.02,"Queens","Entire home/apt",150,1,1
0.03,"Brooklyn","Entire home/apt",60,1,1
0.11,"Brooklyn","Entire home/apt",165,5,1
2.51,"Brooklyn","Private room",53,1,4
0.62,"Brooklyn","Private room",38,1,4
1.51,"Brooklyn","Private room",49,1,4
1.43,"Brooklyn","Private room",47,1,4
0.24,"Brooklyn","Entire home/apt",120,2,1
0.76,"Manhattan","Entire home/apt",175,2,1
0.25,"Manhattan","Entire home/apt",129,30,5
0.02,"Brooklyn","Private room",105,1,1
0.05,"Brooklyn","Entire home/apt",275,2,1
0.5,"Manhattan","Entire home/apt",210,1,1
0.02,"Manhattan","Private room",65,1,1
0.11,"Brooklyn","Private room",52,3,1
0.51,"Queens","Private room",100,1,2
0.44,"Manhattan","Private room",91,2,1
1.93,"Manhattan","Entire home/apt",124,5,2
0.38,"Brooklyn","Entire home/apt",550,1,1
0.73,"Bronx","Private room",70,6,1
2.46,"Manhattan","Entire home/apt",150,1,1
2.64,"Brooklyn","Entire home/apt",176,3,2
0.14,"Manhattan","Entire home/apt",99,30,1
0.06,"Manhattan","Entire home/apt",130,6,1
3.22,"Manhattan","Entire home/apt",109,1,1
1.92,"Manhattan","Private room",75,2,1
0.11,"Manhattan","Private room",95,4,1
0.02,"Brooklyn","Private room",50,7,1
0.61,"Brooklyn","Private room",100,2,2
1.36,"Manhattan","Private room",68,1,1
4.67,"Manhattan","Private room",104,3,1
0.08,"Brooklyn","Private room",30,15,1
0.39,"Brooklyn","Entire home/apt",595,4,1
0.19,"Brooklyn","Private room",65,9,1
0.2,"Manhattan","Shared room",55,1,1
0.09,"Brooklyn","Entire home/apt",250,6,1
0.64,"Brooklyn","Entire home/apt",85,10,1
1.73,"Manhattan","Private room",90,5,2
0.03,"Manhattan","Private room",90,3,1
0.14,"Brooklyn","Entire home/apt",90,14,1
0.03,"Manhattan","Entire home/apt",199,13,1
0.03,"Manhattan","Entire home/apt",275,30,1
0.36,"Manhattan","Private room",150,3,1
0.22,"Queens","Entire home/apt",140,2,1
1.24,"Brooklyn","Private room",60,1,3
0.03,"Brooklyn","Private room",36,10,1
1.27,"Manhattan","Private room",85,3,1
0.11,"Brooklyn","Private room",85,1,1
0.48,"Brooklyn","Private room",45,7,1
3.61,"Brooklyn","Entire home/apt",92,3,1
0.02,"Brooklyn","Private room",30,1,1
0.05,"Brooklyn","Private room",75,1,1
0.24,"Manhattan","Entire home/apt",99,6,1
0.21,"Brooklyn","Entire home/apt",100,20,1
0.94,"Brooklyn","Entire home/apt",115,3,1
0.25,"Brooklyn","Entire home/apt",175,5,1
0.52,"Brooklyn","Entire home/apt",112,4,2
0.16,"Manhattan","Entire home/apt",450,7,1
0.23,"Manhattan","Entire home/apt",103,30,29
0.14,"Manhattan","Entire home/apt",150,5,1
0.85,"Staten Island","Private room",129,1,2
0.13,"Manhattan","Entire home/apt",145,3,1
0.02,"Manhattan","Entire home/apt",90,2,1
1.57,"Brooklyn","Entire home/apt",100,30,2
0.35,"Bronx","Private room",41,2,2
0.11,"Manhattan","Entire home/apt",145,30,29
0.07,"Manhattan","Entire home/apt",139,30,29
0.11,"Manhattan","Entire home/apt",117,30,29
0.12,"Brooklyn","Private room",50,5,1
4.02,"Manhattan","Private room",80,1,1
0.16,"Brooklyn","Entire home/apt",100,5,1
0.19,"Brooklyn","Entire home/apt",225,3,1
2.21,"Brooklyn","Private room",70,1,1
0.03,"Bronx","Private room",80,3,1
4.27,"Manhattan","Private room",70,2,1
0.97,"Brooklyn","Private room",31,1,5
0.39,"Brooklyn","Private room",40,1,1
0.2,"Manhattan","Entire home/apt",290,4,1
0.36,"Brooklyn","Entire home/apt",235,4,1
0.06,"Brooklyn","Entire home/apt",200,1,1
0.88,"Brooklyn","Entire home/apt",110,1,1
0.09,"Manhattan","Private room",120,3,2
0.03,"Manhattan","Entire home/apt",142,30,29
0.33,"Manhattan","Private room",105,3,3
0.06,"Manhattan","Entire home/apt",100,10,1
0.26,"Manhattan","Private room",102,2,1
5.2,"Brooklyn","Entire home/apt",152,1,1
0.38,"Brooklyn","Entire home/apt",150,28,2
3.04,"Queens","Entire home/apt",95,3,1
0.8,"Brooklyn","Private room",67,5,5
0.81,"Brooklyn","Private room",65,2,1
0.34,"Brooklyn","Private room",79,22,4
2.37,"Brooklyn","Private room",55,1,2
0.02,"Manhattan","Entire home/apt",83,60,1
0.65,"Manhattan","Entire home/apt",200,30,1
0.28,"Manhattan","Entire home/apt",160,10,1
3.13,"Queens","Entire home/apt",80,2,1
0.05,"Manhattan","Entire home/apt",159,2,1
0.25,"Manhattan","Entire home/apt",90,30,1
0.19,"Brooklyn","Shared room",45,4,2
2.21,"Manhattan","Private room",100,1,1
0.25,"Brooklyn","Entire home/apt",125,3,1
2.24,"Manhattan","Private room",80,4,1
0.53,"Manhattan","Entire home/apt",2300,3,1
1.2,"Brooklyn","Entire home/apt",90,30,3
0.04,"Manhattan","Entire home/apt",140,3,1
0.18,"Brooklyn","Private room",52,5,3
0.18,"Manhattan","Entire home/apt",200,2,1
0.13,"Brooklyn","Shared room",40,5,1
0.2,"Queens","Private room",55,2,1
0.1,"Brooklyn","Private room",69,5,2
0.09,"Manhattan","Entire home/apt",200,3,1
1.65,"Brooklyn","Entire home/apt",100,1,1
0.27,"Brooklyn","Entire home/apt",53,20,1
0.39,"Manhattan","Private room",425,3,1
0.72,"Bronx","Private room",40,3,2
0.5,"Brooklyn","Private room",40,2,1
0.02,"Manhattan","Private room",65,3,1
4.58,"Manhattan","Private room",109,1,4
1.05,"Queens","Private room",60,5,1
0.21,"Brooklyn","Entire home/apt",180,3,2
1.98,"Queens","Private room",95,2,1
0.82,"Manhattan","Private room",140,7,3
0.07,"Queens","Entire home/apt",155,3,1
2.09,"Manhattan","Entire home/apt",105,5,1
0.83,"Brooklyn","Private room",45,2,1
0.02,"Brooklyn","Entire home/apt",330,10,1
3.1,"Manhattan","Private room",100,2,1
1.16,"Brooklyn","Private room",49,3,1
0.09,"Brooklyn","Entire home/apt",65,1,1
0.11,"Manhattan","Private room",70,1,1
0.11,"Manhattan","Entire home/apt",180,3,1
0.02,"Queens","Entire home/apt",130,30,1
1.51,"Brooklyn","Entire home/apt",225,3,2
0.63,"Manhattan","Private room",85,2,1
0.14,"Manhattan","Entire home/apt",99,30,8
2.92,"Queens","Private room",95,2,1
0.15,"Queens","Entire home/apt",400,3,1
1.28,"Manhattan","Private room",99,3,3
1.6,"Manhattan","Private room",85,3,3
0.25,"Manhattan","Entire home/apt",90,5,1
0.66,"Brooklyn","Entire home/apt",85,5,3
0.08,"Manhattan","Entire home/apt",130,6,1
0.75,"Manhattan","Private room",95,1,1
0.08,"Brooklyn","Entire home/apt",149,30,52
0.04,"Brooklyn","Entire home/apt",225,7,1
0.03,"Brooklyn","Entire home/apt",135,2,1
0.73,"Manhattan","Entire home/apt",140,2,1
0.07,"Manhattan","Entire home/apt",200,5,1
0.12,"Brooklyn","Entire home/apt",159,30,52
1.68,"Brooklyn","Entire home/apt",200,2,1
0.36,"Brooklyn","Entire home/apt",155,28,2
0.29,"Brooklyn","Entire home/apt",125,150,1
0.37,"Bronx","Private room",71,4,2
1.22,"Brooklyn","Private room",75,2,2
0.11,"Manhattan","Entire home/apt",275,3,3
0.02,"Manhattan","Entire home/apt",250,1,1
2.03,"Brooklyn","Entire home/apt",200,2,1
0.08,"Brooklyn","Entire home/apt",90,30,1
0.09,"Brooklyn","Private room",50,4,2
1.06,"Brooklyn","Entire home/apt",124,4,1
0.59,"Queens","Private room",50,5,1
0.02,"Manhattan","Private room",75,2,1
0.03,"Manhattan","Private room",90,4,1
1.45,"Brooklyn","Entire home/apt",130,3,1
0.3,"Manhattan","Entire home/apt",140,1,1
0.03,"Brooklyn","Entire home/apt",200,3,1
0.12,"Brooklyn","Entire home/apt",350,5,1
0.39,"Manhattan","Entire home/apt",100,2,1
0.02,"Queens","Entire home/apt",225,1,1
0.07,"Brooklyn","Private room",65,1,2
2.75,"Brooklyn","Entire home/apt",145,5,2
0.25,"Manhattan","Entire home/apt",189,5,1
0.1,"Manhattan","Entire home/apt",265,3,1
0.05,"Manhattan","Entire home/apt",409,1,1
0.19,"Brooklyn","Private room",95,4,1
1.41,"Manhattan","Private room",175,3,1
1.82,"Queens","Private room",55,1,5
0.57,"Manhattan","Entire home/apt",200,4,1
0.81,"Manhattan","Entire home/apt",200,5,1
2.89,"Brooklyn","Private room",69,1,4
0.53,"Brooklyn","Entire home/apt",135,5,1
0.2,"Brooklyn","Entire home/apt",325,4,1
4.2,"Manhattan","Private room",95,2,1
0.09,"Manhattan","Entire home/apt",117,30,29
1.33,"Manhattan","Private room",59,30,2
1.03,"Manhattan","Shared room",85,2,4
0.82,"Queens","Private room",55,1,4
5.54,"Brooklyn","Private room",80,2,1
0.04,"Brooklyn","Entire home/apt",115,13,1
0.74,"Manhattan","Private room",78,12,1
0.6,"Manhattan","Private room",150,3,3
0.05,"Brooklyn","Entire home/apt",195,5,1
0.13,"Brooklyn","Entire home/apt",142,10,1
0.16,"Bronx","Shared room",55,7,1
0.12,"Brooklyn","Entire home/apt",97,30,1
0.21,"Brooklyn","Entire home/apt",70,20,1
3.53,"Manhattan","Shared room",70,1,1
0.4,"Manhattan","Private room",155,5,1
0.09,"Brooklyn","Entire home/apt",68,30,1
0.61,"Manhattan","Private room",68,9,1
1.33,"Brooklyn","Entire home/apt",150,2,1
0.02,"Manhattan","Entire home/apt",150,6,1
0.07,"Manhattan","Private room",100,1,1
1.61,"Manhattan","Entire home/apt",110,30,2
0.02,"Brooklyn","Entire home/apt",150,3,1
0.9,"Manhattan","Entire home/apt",218,6,1
0.38,"Manhattan","Entire home/apt",430,1,4
2.83,"Brooklyn","Private room",79,3,2
0.91,"Manhattan","Entire home/apt",120,1,1
0.67,"Brooklyn","Entire home/apt",200,5,1
0.19,"Manhattan","Private room",120,5,3
0.45,"Manhattan","Entire home/apt",200,30,3
0.02,"Staten Island","Entire home/apt",75,1,1
0.03,"Brooklyn","Entire home/apt",175,1,1
0.04,"Brooklyn","Entire home/apt",76,31,1
0.1,"Manhattan","Entire home/apt",75,1,1
0.35,"Brooklyn","Entire home/apt",400,30,2
0.77,"Queens","Private room",75,1,4
0.02,"Manhattan","Entire home/apt",189,3,1
0.02,"Queens","Private room",55,1,1
0.18,"Brooklyn","Private room",80,5,1
0.31,"Brooklyn","Private room",69,3,1
0.02,"Manhattan","Private room",100,4,1
0.02,"Queens","Entire home/apt",100,1,1
0.3,"Manhattan","Entire home/apt",300,5,1
3.29,"Manhattan","Private room",53,3,2
0.26,"Manhattan","Entire home/apt",179,2,1
0.82,"Queens","Entire home/apt",130,4,1
1.54,"Bronx","Entire home/apt",120,4,2
0.42,"Brooklyn","Private room",150,7,1
0.09,"Manhattan","Entire home/apt",105,30,29
3.19,"Brooklyn","Entire home/apt",150,1,3
0.02,"Manhattan","Entire home/apt",200,1,1
0.3,"Manhattan","Private room",39,30,6
0.12,"Manhattan","Entire home/apt",67,5,1
0.93,"Manhattan","Entire home/apt",200,4,1
0.05,"Brooklyn","Entire home/apt",129,30,52
1.11,"Brooklyn","Private room",55,1,15
0.48,"Queens","Private room",65,50,1
0.29,"Manhattan","Entire home/apt",100,3,1
0.02,"Manhattan","Entire home/apt",240,1,1
0.52,"Manhattan","Entire home/apt",150,3,1
2.46,"Manhattan","Entire home/apt",299,2,1
2.78,"Queens","Entire home/apt",160,2,1
0.08,"Brooklyn","Entire home/apt",199,30,52
0.55,"Manhattan","Private room",100,1,1
1.92,"Manhattan","Private room",45,4,1
2.13,"Bronx","Private room",44,2,4
0.08,"Manhattan","Entire home/apt",185,5,1
1.76,"Manhattan","Entire home/apt",650,2,2
0.18,"Brooklyn","Private room",100,2,1
1.65,"Manhattan","Private room",111,3,1
0.19,"Manhattan","Entire home/apt",99,30,8
0.31,"Brooklyn","Private room",75,7,1
0.06,"Manhattan","Entire home/apt",103,30,29
1.55,"Queens","Entire home/apt",130,4,1
0.34,"Manhattan","Entire home/apt",109,30,8
0.05,"Brooklyn","Entire home/apt",100,5,1
0.08,"Brooklyn","Entire home/apt",155,29,1
2.64,"Queens","Private room",60,2,1
0.18,"Brooklyn","Entire home/apt",195,6,1
1.25,"Queens","Entire home/apt",69,6,1
1.05,"Manhattan","Private room",72,2,1
0.24,"Brooklyn","Entire home/apt",300,2,1
0.13,"Manhattan","Entire home/apt",119,30,29
0.09,"Brooklyn","Private room",100,30,1
1.14,"Brooklyn","Private room",199,1,11
0.33,"Manhattan","Private room",75,1,2
1.22,"Brooklyn","Private room",100,21,2
1,"Manhattan","Entire home/apt",125,2,2
0.4,"Queens","Entire home/apt",95,5,1
1.74,"Brooklyn","Entire home/apt",295,2,3
0.17,"Queens","Private room",149,1,1
0.1,"Manhattan","Entire home/apt",150,10,1
2.87,"Brooklyn","Entire home/apt",100,5,1
0.75,"Manhattan","Entire home/apt",385,5,1
3.31,"Brooklyn","Entire home/apt",87,2,2
0.1,"Manhattan","Entire home/apt",180,4,1
0.78,"Queens","Private room",59,2,4
3.74,"Staten Island","Private room",95,2,1
0.05,"Manhattan","Entire home/apt",130,25,1
2.2,"Brooklyn","Entire home/apt",120,5,1
4.05,"Manhattan","Private room",113,2,1
2.14,"Queens","Private room",60,1,4
0.5,"Brooklyn","Private room",40,7,1
0.03,"Manhattan","Entire home/apt",250,5,1
0.04,"Brooklyn","Entire home/apt",149,6,1
0.54,"Brooklyn","Entire home/apt",169,4,1
1.4,"Brooklyn","Private room",105,2,1
0.1,"Brooklyn","Private room",42,7,1
0.14,"Manhattan","Entire home/apt",200,1,1
0.74,"Brooklyn","Entire home/apt",160,1,2
0.67,"Brooklyn","Private room",155,2,1
0.54,"Brooklyn","Entire home/apt",151,3,5
0.02,"Manhattan","Entire home/apt",200,1,1
0.14,"Brooklyn","Private room",80,2,1
0.05,"Queens","Entire home/apt",119,3,1
0.16,"Brooklyn","Private room",5000,6,1
1.58,"Brooklyn","Private room",45,1,2
0.08,"Brooklyn","Entire home/apt",115,7,1
1.06,"Brooklyn","Private room",65,1,3
0.63,"Manhattan","Private room",87,4,1
0.14,"Manhattan","Private room",110,14,1
1.13,"Brooklyn","Private room",80,2,1
1.34,"Brooklyn","Private room",63,4,1
0.78,"Brooklyn","Entire home/apt",200,5,2
0.16,"Brooklyn","Entire home/apt",185,3,1
1.83,"Manhattan","Entire home/apt",250,2,1
0.94,"Manhattan","Entire home/apt",130,2,1
1.18,"Brooklyn","Entire home/apt",185,4,1
0.08,"Brooklyn","Private room",75,2,1
3.67,"Manhattan","Entire home/apt",240,4,2
0.08,"Brooklyn","Private room",65,1,1
0.51,"Manhattan","Entire home/apt",195,2,1
0.74,"Manhattan","Entire home/apt",200,1,1
4.07,"Manhattan","Private room",120,2,1
2.9,"Brooklyn","Entire home/apt",180,1,1
1.44,"Queens","Private room",53,3,2
0.16,"Manhattan","Entire home/apt",200,1,1
2.26,"Manhattan","Private room",100,3,1
1.07,"Brooklyn","Entire home/apt",86,3,1
0.1,"Manhattan","Entire home/apt",225,3,1
2.21,"Queens","Private room",40,3,2
0.15,"Manhattan","Entire home/apt",60,365,1
0.21,"Queens","Private room",70,1,1
1,"Queens","Private room",35,30,18
2.17,"Manhattan","Entire home/apt",250,3,1
0.09,"Brooklyn","Entire home/apt",4500,1,11
0.03,"Brooklyn","Entire home/apt",8000,1,11
0.97,"Queens","Entire home/apt",255,2,2
1.25,"Manhattan","Entire home/apt",290,1,1
0.3,"Manhattan","Entire home/apt",115,7,1
0.56,"Brooklyn","Entire home/apt",299,3,1
0.55,"Manhattan","Entire home/apt",160,2,1
0.02,"Manhattan","Shared room",175,1,1
5.81,"Manhattan","Private room",120,1,1
0.13,"Brooklyn","Private room",179,1,11
1.71,"Brooklyn","Private room",74,4,2
2.42,"Manhattan","Private room",68,1,2
0.68,"Manhattan","Private room",235,1,1
0.07,"Brooklyn","Private room",100,5,1
0.22,"Brooklyn","Entire home/apt",270,3,1
0.04,"Brooklyn","Entire home/apt",200,14,1
0.04,"Brooklyn","Private room",60,2,2
0.7,"Manhattan","Entire home/apt",155,4,1
4.5,"Manhattan","Private room",95,1,1
0.27,"Manhattan","Entire home/apt",125,2,1
0.03,"Manhattan","Entire home/apt",118,30,29
1.56,"Manhattan","Private room",80,7,1
0.11,"Brooklyn","Entire home/apt",210,3,2
0.16,"Brooklyn","Entire home/apt",150,2,1
2.19,"Brooklyn","Entire home/apt",135,2,1
0.06,"Manhattan","Entire home/apt",118,30,29
1.48,"Manhattan","Private room",110,3,2
0.17,"Brooklyn","Private room",70,2,1
2.77,"Brooklyn","Private room",43,1,2
3.26,"Brooklyn","Entire home/apt",140,2,1
0.02,"Manhattan","Entire home/apt",116,30,29
0.12,"Brooklyn","Entire home/apt",159,30,52
4.84,"Brooklyn","Entire home/apt",135,2,1
0.36,"Manhattan","Private room",39,7,6
0.28,"Brooklyn","Private room",59,20,1
0.03,"Manhattan","Entire home/apt",600,30,1
0.11,"Brooklyn","Private room",66,1,2
0.03,"Manhattan","Entire home/apt",130,30,52
4.57,"Brooklyn","Entire home/apt",100,3,1
0.94,"Brooklyn","Private room",50,7,1
0.56,"Manhattan","Private room",185,2,1
0.07,"Brooklyn","Private room",54,1,1
0.11,"Brooklyn","Entire home/apt",100,6,1
0.1,"Manhattan","Entire home/apt",180,1,1
0.7,"Brooklyn","Entire home/apt",115,30,1
0.19,"Brooklyn","Entire home/apt",350,3,1
0.07,"Brooklyn","Private room",32,7,3
0.38,"Brooklyn","Entire home/apt",165,8,1
0.19,"Manhattan","Entire home/apt",350,2,1
0.32,"Brooklyn","Entire home/apt",200,4,1
0.1,"Brooklyn","Entire home/apt",175,5,1
0.96,"Manhattan","Private room",50,2,2
0.18,"Manhattan","Entire home/apt",190,1,1
0.6,"Manhattan","Private room",110,2,1
0.06,"Brooklyn","Entire home/apt",414,3,1
0.03,"Manhattan","Entire home/apt",150,30,52
0.17,"Manhattan","Entire home/apt",93,365,19
0.4,"Staten Island","Entire home/apt",175,3,1
0.05,"Brooklyn","Entire home/apt",155,25,1
0.08,"Brooklyn","Entire home/apt",129,30,52
0.36,"Bronx","Private room",50,1,3
0.03,"Brooklyn","Entire home/apt",499,7,1
0.15,"Brooklyn","Shared room",80,1,1
0.28,"Queens","Private room",47,2,1
0.02,"Brooklyn","Private room",95,1,1
2.52,"Manhattan","Entire home/apt",249,1,1
0.04,"Manhattan","Entire home/apt",150,30,52
2.29,"Manhattan","Private room",77,3,1
0.61,"Brooklyn","Private room",70,14,1
0.11,"Manhattan","Entire home/apt",100,30,52
0.1,"Manhattan","Entire home/apt",87,30,52
0.05,"Brooklyn","Entire home/apt",245,4,1
1.53,"Manhattan","Entire home/apt",300,3,1
0.03,"Manhattan","Private room",55,1,1
0.08,"Manhattan","Entire home/apt",120,3,1
0.15,"Manhattan","Private room",40,31,6
0.29,"Manhattan","Private room",115,2,1
0.3,"Manhattan","Entire home/apt",93,75,19
0.02,"Manhattan","Private room",37,30,1
0.29,"Brooklyn","Entire home/apt",240,2,1
2.33,"Queens","Private room",70,3,1
0.1,"Brooklyn","Entire home/apt",149,30,52
0.17,"Brooklyn","Private room",100,21,2
1.52,"Manhattan","Entire home/apt",200,2,1
0.7,"Brooklyn","Entire home/apt",99,4,1
0.08,"Manhattan","Entire home/apt",220,8,1
0.06,"Manhattan","Entire home/apt",250,3,1
0.2,"Manhattan","Entire home/apt",103,30,29
0.14,"Manhattan","Entire home/apt",108,30,29
0.1,"Manhattan","Private room",75,3,3
0.16,"Brooklyn","Entire home/apt",78,3,2
0.13,"Brooklyn","Private room",75,4,1
0.1,"Brooklyn","Entire home/apt",152,2,1
0.51,"Manhattan","Entire home/apt",150,1,1
2.7,"Manhattan","Entire home/apt",320,3,1
0.07,"Brooklyn","Entire home/apt",220,29,1
3.67,"Brooklyn","Entire home/apt",99,2,3
0.69,"Manhattan","Entire home/apt",950,3,2
0.02,"Manhattan","Entire home/apt",120,1,1
0.08,"Manhattan","Entire home/apt",100,1,1
0.11,"Brooklyn","Entire home/apt",199,4,1
4.2,"Manhattan","Private room",100,1,1
1.29,"Brooklyn","Private room",75,1,2
0.12,"Manhattan","Entire home/apt",84,30,52
0.04,"Brooklyn","Entire home/apt",100,14,1
1.41,"Brooklyn","Private room",75,3,4
1.73,"Brooklyn","Private room",93,6,1
1.38,"Brooklyn","Entire home/apt",140,4,2
0.63,"Brooklyn","Entire home/apt",200,30,2
0.03,"Brooklyn","Entire home/apt",200,2,1
0.6,"Brooklyn","Entire home/apt",200,2,1
0.02,"Queens","Entire home/apt",100,1,1
1.47,"Manhattan","Private room",100,250,1
1.61,"Manhattan","Entire home/apt",120,7,1
0.08,"Brooklyn","Entire home/apt",109,2,1
0.8,"Brooklyn","Private room",126,2,2
0.04,"Manhattan","Private room",50,2,1
0.12,"Manhattan","Entire home/apt",325,4,1
0.07,"Brooklyn","Entire home/apt",135,5,1
0.02,"Queens","Entire home/apt",52,2,1
0.21,"Manhattan","Entire home/apt",124,28,1
0.61,"Queens","Private room",59,3,1
0.13,"Manhattan","Entire home/apt",215,2,1
0.13,"Manhattan","Private room",240,2,2
0.19,"Manhattan","Private room",150,1,2
0.03,"Brooklyn","Private room",83,2,1
0.1,"Manhattan","Entire home/apt",160,2,1
0.13,"Manhattan","Shared room",200,1,1
0.07,"Brooklyn","Entire home/apt",50,7,1
0.2,"Manhattan","Entire home/apt",87,30,52
0.36,"Manhattan","Entire home/apt",250,5,1
3.47,"Brooklyn","Entire home/apt",162,2,1
0.51,"Manhattan","Private room",147,1,2
3.7,"Brooklyn","Entire home/apt",149,2,1
0.14,"Brooklyn","Entire home/apt",65,5,1
0.21,"Brooklyn","Entire home/apt",250,5,1
2.54,"Brooklyn","Private room",160,2,2
0.16,"Manhattan","Entire home/apt",150,5,1
0.77,"Brooklyn","Private room",64,3,1
3.62,"Brooklyn","Private room",33,2,2
0.05,"Manhattan","Private room",500,1,3
0.94,"Brooklyn","Entire home/apt",150,3,1
0.03,"Manhattan","Private room",110,14,1
1.96,"Brooklyn","Entire home/apt",145,2,2
0.17,"Brooklyn","Private room",95,3,2
1.3,"Brooklyn","Entire home/apt",185,5,1
0.71,"Brooklyn","Entire home/apt",500,1,2
0.03,"Manhattan","Entire home/apt",115,3,1
1.73,"Staten Island","Entire home/apt",195,3,1
0.08,"Brooklyn","Entire home/apt",105,21,1
0.16,"Brooklyn","Entire home/apt",67,30,1
0.02,"Brooklyn","Entire home/apt",75,1,1
0.08,"Manhattan","Private room",100,1,1
0.93,"Brooklyn","Entire home/apt",125,7,1
0.04,"Brooklyn","Entire home/apt",350,2,2
0.33,"Brooklyn","Entire home/apt",150,1,1
0.37,"Queens","Entire home/apt",200,5,1
0.16,"Brooklyn","Entire home/apt",270,3,1
0.37,"Brooklyn","Entire home/apt",184,5,1
0.32,"Brooklyn","Entire home/apt",275,4,1
0.02,"Manhattan","Entire home/apt",171,2,1
0.07,"Manhattan","Entire home/apt",200,4,1
0.19,"Brooklyn","Entire home/apt",165,3,1
0.45,"Brooklyn","Private room",85,2,3
0.33,"Brooklyn","Entire home/apt",170,7,1
1.13,"Brooklyn","Private room",70,3,1
0.6,"Brooklyn","Private room",125,2,1
1.02,"Manhattan","Entire home/apt",275,3,1
2.2,"Brooklyn","Private room",120,2,2
0.11,"Brooklyn","Entire home/apt",225,4,1
